IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,Modalidad,NombreTipoEvento,TipoArmas,PRESUNTO_REPONSABLE1,DESCRIPCION_PRESUNTO_RESPONSABLE1,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,T_CICOLE,TotalCivilesMuertos,TotalCombatientesMuertos,TotalCivilesCombatientesMuertos,NumeroVictimasCaso,Estado
12200,Cr201712202,18,3,1998,Valle de aburra,Antioquia,Medellín,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Eln,0,0,0,1,0,0,0,0,0,,,,0,1,1,1,Publicado
23137,Cr201723137,26,9,2004,Florencia y area de influencia,Caquetá,Milán,Incidente,Producción de minas,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,,2,0,2,2,Publicado
30097,,29,4,2012,Norte del huila,Huila,Colombia,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,Publicado
55347,,5,10,2005,Oriente antioqueño,Antioquia,Argelia,Atentado,Atentado por map,Artefacto explosivo,Guerrilla,No identificada,0,1,0,0,0,0,0,0,0,,,,1,,1,1,Publicado
66820,Cr018278,7,5,2004,Oriente antioqueño,Antioquia,Concepción,Atentado,Atentado por aie,Artefacto explosivo,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,,2,,2,2,Publicado
71895,,7,8,2000,Oriente antioqueño,Antioquia,El santuario,Incidente,Municiones sin explotar,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,,1,,1,1,Publicado
113698,,31,1,2012,Altillanura,Meta,Mapiripán,Nd,,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,,1,,1,1,Publicado
116764,,10,8,2012,Anden pacifico sur,Nariño,San andrés de tumaco,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,,1,,1,1,Publicado
139902,,24,1,2005,Sarare,Arauca,Tame,Atentado,Atentado por aie,Artefactos explosivos improvisados (aei),Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,,1,,1,1,Publicado
175352,,13,11,1998,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por aie,Artefacto explosivo,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,,2,,2,2,Publicado
191193,,28,5,1996,Montes de maria,Bolívar,El carmen de bolívar,Afectación,,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,,2,,2,2,Publicado
272661,,8,9,2004,Oriente antioqueño,Antioquia,San carlos,Atentado,Atentado por map,Artefacto explosivo,Grupo armado no identificado,No aplica,0,1,0,0,1,0,0,0,0,,,,0,1,0,1,Publicado
292583,,19,2,2016,Norte del cauca,Cauca,Corinto,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292584,,3,2,2016,Sarare,Arauca,Tame,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292589,,2,10,2015,Norte del cauca,Cauca,Caloto,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292591,,8,8,2015,Uraba,Antioquia,Turbo,Atentado,Atentado por map,Minas antipersonal (map),Grupo posdesmovilización,No identificado,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292594,,7,6,2015,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292601,,22,4,2015,Norte del cauca,Cauca,Miranda,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292602,,15,4,2015,Area metropolitana de cucuta,Norte de santander,El zulia,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292605,,6,3,2015,Caguan,Caquetá,San vicente del caguán,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292616,,18,11,2014,Norte del cauca,Cauca,Miranda,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292618,,13,11,2014,Sarare,Arauca,Arauquita,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292629,,9,8,2014,Anden pacifico sur,Nariño,San andrés de tumaco,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292642,,5,5,2014,Anden pacifico sur,Nariño,Ricaurte,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292644,,10,4,2014,Nordeste antioqueño,Antioquia,Anorí,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292648,,20,3,2014,Sur del valle,Valle del cauca,Florida,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292650,,15,3,2014,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292654,,13,2,2014,Sur del valle,Valle del cauca,Pradera,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292661,,16,1,2014,Bajo cauca antioqueño,Antioquia,Cáceres,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292662,,14,1,2014,Sarare,Arauca,Tame,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292664,,9,12,2013,Valle de san juan,Chocó,Istmina,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292665,,24,11,2013,Serrania del perija,La guajira,Urumita,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292666,,16,11,2013,Anden pacifico sur,Nariño,San andrés de tumaco,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292669,,30,9,2013,Suroeste antioqueño,Antioquia,Urrao,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292671,,28,9,2013,Norte del cauca,Cauca,Cajibío,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292673,,15,9,2013,Occidente antioqueño,Antioquia,Santa fé de antioquia,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292675,,1,9,2013,Sarare,Arauca,Tame,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292676,,30,8,2013,Norte del cauca,Cauca,Corinto,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292677,,30,8,2013,Norte del cauca,Cauca,Corinto,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292681,,2,8,2013,Patia,Cauca,Argelia,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292689,,26,6,2013,Occidente de nariño,Nariño,La llanada,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292690,,23,6,2013,Alto sinu y san jorge,Córdoba,Montelíbano,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292694,,4,6,2013,Piedemonte llanero,Casanare,La salina,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
292696,,21,5,2013,Norte de antioquia,Antioquia,Ituango,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292697,,12,5,2013,Oriente de boyaca,Boyacá,Labranzagrande,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292698,,30,4,2013,Bajo cauca antioqueño,Antioquia,Zaragoza,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292706,,24,2,2013,Norte de antioquia,Antioquia,Ituango,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292709,,15,2,2013,Uraba,Antioquia,Mutatá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292710,,12,2,2013,Norte del cauca,Cauca,Morales,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292712,,6,2,2013,Bajo putumayo,Putumayo,Puerto leguízamo,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292718,,18,1,2013,Norte del cauca,Cauca,Caldono,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292719,,16,1,2013,Magdalena medio,Santander,Landázuri,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292720,,15,1,2013,Bajo putumayo,Putumayo,Valle del guamuez,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292723,,9,1,2013,Norte de antioquia,Antioquia,Yarumal,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
292726,,15,12,2012,Occidente de nariño,Nariño,Samaniego,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
292734,,7,11,2012,Bajo putumayo,Putumayo,Puerto leguízamo,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292737,,2,11,2012,Valle de san juan,Chocó,El cantón del san pablo,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292738,,21,10,2012,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292741,,14,10,2012,Occidente antioqueño,Antioquia,Sabanalarga,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292742,,13,10,2012,Norte de antioquia,Antioquia,Valdivia,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292743,,10,10,2012,Norte de antioquia,Antioquia,Yarumal,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292744,,16,9,2012,Oriente antioqueño,Antioquia,San francisco,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292746,,12,9,2012,Anden pacifico sur,Nariño,Magüí,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292747,,8,9,2012,Occidente de nariño,Nariño,Samaniego,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292749,,3,9,2012,Uraba,Antioquia,Chigorodó,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
292751,,1,9,2012,Anden pacifico sur,Nariño,San andrés de tumaco,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292753,,26,8,2012,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292754,,19,8,2012,Sur de nariño,Nariño,Cumbal,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292761,,2,7,2012,Valle de san juan,Chocó,Sipí,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292763,,25,6,2012,Ariari guayabero,Meta,Mesetas,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292765,,30,5,2012,Catatumbo,Norte de santander,Teorama,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292768,,10,5,2012,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292770,,7,5,2012,Bajo putumayo,Putumayo,Puerto leguízamo,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292771,,4,5,2012,Occidente de nariño,Nariño,La llanada,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292775,,20,4,2012,Norte del cauca,Cauca,Miranda,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
292777,,16,4,2012,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292782,,31,3,2012,Bajo putumayo,Putumayo,Orito,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292783,,31,3,2012,Nordeste antioqueño,Antioquia,Anorí,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292784,,15,3,2012,Uraba,Chocó,Unguía,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292788,,27,2,2012,Catatumbo,Norte de santander,El tarra,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292789,,23,2,2012,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292790,,20,2,2012,Norte de antioquia,Antioquia,Valdivia,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292791,,17,2,2012,Uraba,Chocó,Unguía,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292792,,12,2,2012,Sarare,Arauca,Tame,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292794,,6,2,2012,Uraba,Antioquia,Turbo,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292795,,2,2,2012,Florencia y area de influencia,Caquetá,Curillo,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292803,,6,1,2012,Nordeste antioqueño,Antioquia,Segovia,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
292805,,10,12,2011,Anden pacifico sur,Nariño,Roberto payán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292806,,9,12,2011,Anden pacifico sur,Nariño,Barbacoas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292807,,9,12,2011,Florencia y area de influencia,Caquetá,La montañita,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292808,,8,12,2011,Norte del cauca,Cauca,Corinto,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292809,,2,12,2011,Sur del tolima,Tolima,Rioblanco,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292810,,1,12,2011,Alto sinu y san jorge,Córdoba,Montería,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292811,,1,12,2011,Anden pacifico sur,Nariño,San andrés de tumaco,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292812,,25,11,2011,Centro del huila,Huila,Algeciras,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292813,,22,11,2011,Piedemonte llanero,Meta,Cubarral,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292814,,21,11,2011,Anden pacifico sur,Nariño,Ricaurte,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292815,,19,11,2011,Norte del huila,Huila,Colombia,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292817,,5,11,2011,Norte de antioquia,Antioquia,Guadalupe,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292819,,30,10,2011,Sur del valle,Valle del cauca,Florida,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292820,,28,10,2011,Atrato,Chocó,Riosucio,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
292821,,21,10,2011,Catatumbo,Norte de santander,Teorama,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292822,,15,10,2011,Norte de antioquia,Antioquia,Ituango,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292823,,14,10,2011,Norte del tolima,Tolima,Ibagué,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292826,,10,10,2011,Norte del huila,Huila,Colombia,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292827,,8,10,2011,Magdalena medio,Bolívar,Santa rosa del sur,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292829,,6,10,2011,Suroeste antioqueño,Antioquia,Urrao,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292830,,4,10,2011,Norte de antioquia,Antioquia,Yarumal,Afectación,Afectación por muse,Municiones sin explotar (muse),Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292831,,2,10,2011,Sur del tolima,Tolima,Dolores,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
292832,,1,10,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
292833,,1,10,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292834,,16,9,2011,Norte de antioquia,Antioquia,Valdivia,Atentado,Atentado por map,Minas antipersonal (map),Crimen organizado,No identificado,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292835,,4,9,2011,Sur del tolima,Tolima,Chaparral,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
292836,,4,9,2011,Sur del tolima,Tolima,Chaparral,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292838,,27,8,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292839,,26,8,2011,Sur del tolima,Tolima,San antonio,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292840,,22,8,2011,Catatumbo,Norte de santander,El tarra,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292842,,18,8,2011,Sur del tolima,Tolima,Planadas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292843,,15,8,2011,Occidente antioqueño,Antioquia,Dabeiba,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
292844,,15,8,2011,Occidente antioqueño,Antioquia,Dabeiba,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292845,,15,8,2011,Catatumbo,Norte de santander,Teorama,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292846,,11,8,2011,Catatumbo,Norte de santander,Convención,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292847,,11,8,2011,Bajo putumayo,Putumayo,Puerto caicedo,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
292848,,11,8,2011,Sur de nariño,Nariño,Ipiales,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292849,,9,8,2011,Florencia y area de influencia,Caquetá,La montañita,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
292851,,6,8,2011,Sur del huila,Huila,Isnos,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292852,,1,8,2011,Sur del valle,Valle del cauca,Pradera,Atentado,Atentado por map,Minas antipersonal (map),Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,1,,,1,1,Publicado
292853,,31,7,2011,Centro del huila,Huila,Algeciras,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292854,,29,7,2011,Medio putumayo,Putumayo,Puerto guzmán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292855,,29,7,2011,Bajo putumayo,Putumayo,San miguel,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
292857,,22,7,2011,Anden pacifico sur,Nariño,Barbacoas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292858,,19,7,2011,Ariari guayabero,Meta,Lejanías,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292860,,18,7,2011,Macizo colombiano,Huila,San agustín,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292861,,17,7,2011,Anden pacifico sur,Nariño,El charco,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292862,,1,7,2011,Sur del huila,Huila,La argentina,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
292863,,28,6,2011,Oriente antioqueño,Antioquia,Granada,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
