IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,Modalidad,NombreTipoEvento,TipoArmas,PRESUNTO_REPONSABLE1,DESCRIPCION_PRESUNTO_RESPONSABLE1,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,T_CICOLE,TotalCivilesMuertos,TotalCombatientesMuertos,TotalCivilesCombatientesMuertos,NumeroVictimasCaso,Estado
300288,,15,12,2011,Ariari guayabero,Meta,Mesetas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300289,,16,12,2011,Ariari guayabero,Meta,Mesetas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300291,,2,12,2011,Alto sinu y san jorge,Córdoba,Tierralta,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300292,,14,12,2011,Norte de antioquia,Antioquia,Valdivia,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300293,,14,12,2011,Norte de antioquia,Antioquia,Valdivia,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300294,,7,11,2011,Sur del tolima,Tolima,Rioblanco,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300295,,7,11,2011,Sur del tolima,Tolima,Rioblanco,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300297,,7,11,2011,Ariari guayabero,Meta,Uribe,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300298,,1,11,2011,Norte del huila,Huila,Neiva,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300299,,1,11,2011,Norte del huila,Huila,Neiva,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300300,,1,11,2011,Norte del huila,Huila,Neiva,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300301,,1,11,2011,Norte del huila,Huila,Neiva,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300302,,1,11,2011,Norte del huila,Huila,Neiva,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300303,,25,9,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300304,,22,9,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300305,,22,9,2011,Sur del tolima,Tolima,Planadas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300306,,26,9,2011,Sur del tolima,Tolima,Planadas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300307,,26,9,2011,Sur del tolima,Tolima,Planadas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300308,,22,9,2011,Sur del tolima,Tolima,Planadas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300309,,26,9,2011,Sur del tolima,Tolima,Planadas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300310,,26,9,2011,Sur del tolima,Tolima,Planadas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300311,,11,9,2011,Caguan,Caquetá,San vicente del caguán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300312,,11,9,2011,Caguan,Caquetá,San vicente del caguán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300313,,2,9,2011,Florencia y area de influencia,Caquetá,La montañita,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300314,,2,9,2011,Florencia y area de influencia,Caquetá,La montañita,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300315,,2,9,2011,Florencia y area de influencia,Caquetá,La montañita,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300316,,25,9,2011,Norte de antioquia,Antioquia,Briceño,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300317,,25,9,2011,Norte de antioquia,Antioquia,Briceño,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300318,,25,9,2011,Norte de antioquia,Antioquia,Briceño,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300319,,25,9,2011,Norte de antioquia,Antioquia,Briceño,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300320,,25,9,2011,Norte de antioquia,Antioquia,Briceño,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300321,,31,8,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300323,,27,8,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300325,,22,8,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300329,,27,8,2011,Ariari guayabero,Meta,Uribe,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300330,,10,8,2011,Ariari guayabero,Meta,Uribe,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300331,,25,8,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300332,,6,8,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300333,,8,8,2011,Patia,Cauca,Argelia,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300335,,1,8,2011,Caguan,Caquetá,San vicente del caguán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300336,,1,8,2011,Caguan,Caquetá,San vicente del caguán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300338,,9,8,2011,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300339,,8,8,2011,Nordeste antioqueño,Antioquia,Anorí,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300340,,1,8,2011,Nordeste antioqueño,Antioquia,Anorí,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300341,,7,8,2011,Nordeste antioqueño,Antioquia,Anorí,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300342,,24,7,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300343,,28,7,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300344,,29,7,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300345,,29,7,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300346,,25,7,2011,Sarare,Arauca,Tame,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300347,,5,7,2011,Sarare,Arauca,Tame,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300349,,8,7,2011,Sarare,Arauca,Tame,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
300351,,29,7,2011,Norte de antioquia,Antioquia,San andrés de cuerquía,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300353,,28,7,2011,Norte de antioquia,Antioquia,Campamento,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300354,,5,7,2011,Norte de antioquia,Antioquia,Campamento,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300355,,5,6,2011,Piedemonte llanero,Casanare,Yopal,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300356,,5,6,2011,Piedemonte llanero,Casanare,Yopal,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300357,,12,6,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300358,,23,6,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300359,,9,6,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300360,,20,6,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300361,,3,6,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300362,,9,6,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300363,,9,6,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300364,,10,6,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300365,,7,6,2011,Alto sinu y san jorge,Córdoba,Puerto libertador,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300366,,10,6,2011,Caguan,Caquetá,San vicente del caguán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300368,,3,6,2011,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300370,,3,5,2011,Sarare,Arauca,Arauquita,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300371,,9,5,2011,Sarare,Arauca,Arauquita,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300372,,23,5,2011,Altillanura,Meta,Mapiripán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300373,,23,5,2011,Altillanura,Meta,Mapiripán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300374,,28,5,2011,Norte del cauca,Cauca,Buenos aires,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300375,,28,5,2011,Norte del cauca,Cauca,Buenos aires,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300376,,14,4,2011,Sur del tolima,Tolima,Chaparral,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300377,,4,4,2011,Sur del tolima,Tolima,Chaparral,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300378,,28,4,2011,Sur del tolima,Tolima,Chaparral,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300379,,13,4,2011,Sur del tolima,Tolima,Chaparral,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300380,,13,4,2011,Sur del tolima,Tolima,Chaparral,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300382,,10,4,2011,Occidente de nariño,Nariño,La llanada,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300383,,10,4,2011,Occidente de nariño,Nariño,La llanada,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300387,,10,4,2011,Norte de antioquia,Antioquia,Guadalupe,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300388,,10,4,2011,Norte de antioquia,Antioquia,Guadalupe,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,,,4,4,Publicado
300389,,10,4,2011,Norte de antioquia,Antioquia,Guadalupe,Atentado,Atentado por map,Minas antipersonal (map),Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300390,,10,4,2011,Norte de antioquia,Antioquia,Guadalupe,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300391,,10,4,2011,Norte de antioquia,Antioquia,Guadalupe,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300393,,10,4,2011,Norte de antioquia,Antioquia,Guadalupe,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300394,,10,4,2011,Norte de antioquia,Antioquia,Guadalupe,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300395,,10,4,2011,Norte de antioquia,Antioquia,Guadalupe,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300397,,22,3,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300398,,21,3,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300399,,22,3,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300402,,14,3,2011,Catatumbo,Norte de santander,Teorama,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300406,,14,3,2011,Catatumbo,Norte de santander,Teorama,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300408,,7,2,2011,Ariari guayabero,Guaviare,San josé del guaviare,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300410,,28,2,2011,Bajo putumayo,Putumayo,Puerto asís,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300411,,18,2,2011,Patia,Cauca,Argelia,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300412,,18,2,2011,Patia,Cauca,Argelia,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300413,,16,2,2011,Caguan,Caquetá,Puerto rico,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300414,,11,2,2011,Caguan,Caquetá,Puerto rico,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300415,,18,2,2011,Caguan,Caquetá,Puerto rico,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300416,,26,2,2011,Florencia y area de influencia,Caquetá,Milán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300417,,26,2,2011,Florencia y area de influencia,Caquetá,Milán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300418,,17,2,2011,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300419,,21,2,2011,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300423,,2,12,2010,Patia,Nariño,Policarpa,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300424,,2,12,2010,Patia,Nariño,Policarpa,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300425,,4,12,2010,Nordeste antioqueño,Antioquia,Anorí,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300427,,18,11,2010,Bajo putumayo,Putumayo,Puerto caicedo,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300428,,20,11,2010,Bajo putumayo,Putumayo,Puerto caicedo,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300429,,14,11,2010,Sur de nariño,Nariño,Ipiales,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,Publicado
300430,,14,11,2010,Sur de nariño,Nariño,Ipiales,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300432,,14,11,2010,Sur de nariño,Nariño,Ipiales,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300433,,14,11,2010,Sur de nariño,Nariño,Ipiales,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300434,,18,11,2010,Ariari guayabero,Meta,Vistahermosa,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300435,,20,11,2010,Ariari guayabero,Meta,Vistahermosa,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300439,,4,11,2010,Centro del huila,Huila,Algeciras,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300440,,4,11,2010,Centro del huila,Huila,Algeciras,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300441,,4,11,2010,Centro del huila,Huila,Algeciras,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300444,,22,10,2010,Ariari guayabero,Guaviare,San josé del guaviare,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300445,,22,10,2010,Ariari guayabero,Guaviare,San josé del guaviare,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300446,,22,10,2010,Ariari guayabero,Guaviare,San josé del guaviare,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300447,,4,10,2010,Patia,Nariño,Cumbitara,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300448,,4,10,2010,Patia,Nariño,Cumbitara,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300449,,9,10,2010,Ariari guayabero,Meta,Vistahermosa,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300450,,9,10,2010,Ariari guayabero,Meta,Vistahermosa,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300451,,9,10,2010,Ariari guayabero,Meta,Vistahermosa,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
300452,,16,10,2010,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300453,,16,10,2010,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300455,,16,10,2010,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300456,,16,10,2010,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300457,,16,10,2010,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300458,,16,10,2010,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300459,,16,10,2010,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300460,,16,10,2010,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
300461,,16,10,2010,Caguan,Caquetá,Cartagena del chairá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
