IdCaso,Id,COD_DANE_MUN,DIAH,MESH,ANNOH,DEPTO_CASO,MUNINICIO_CASO,Sexo,Etnia,OcupacionVictima,CalidadVictima,TipoPoblacionVulnerable,MilitantePolitico,Grupo,DESCRIPCION_GRUPO,Estado
203134,226130,5736,18,10,1998,Antioquia,Segovia,H,,No aplica,Civil,,,,,Publicado
203134,226131,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226132,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226133,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226134,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226135,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226136,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226137,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226138,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226139,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226140,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226141,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226142,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226143,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226144,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226145,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226146,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226147,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226148,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226149,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226150,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226151,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226152,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226153,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226154,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226155,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226156,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226157,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226158,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226159,5736,18,10,1998,Antioquia,Segovia,H,,No aplica,Civil,,,,,Publicado
203134,226160,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226161,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226162,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226163,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226164,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226165,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226166,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226167,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226168,5736,18,10,1998,Antioquia,Segovia,H,,No aplica,Civil,,,,,Publicado
203134,226169,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226170,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226171,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226172,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226173,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226174,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226175,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226176,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226177,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226178,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226179,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226180,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226181,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226182,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226183,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226184,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
203134,226185,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226186,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226187,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226188,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226189,5736,18,10,1998,Antioquia,Segovia,H,,Sin información,Civil,,,,,Publicado
203134,226190,5736,18,10,1998,Antioquia,Segovia,M,,Sin información,Civil,,,,,Publicado
192799,226191,5652,29,11,1998,Antioquia,San francisco,H,,Sin información,Civil,,,,,Publicado
192823,226192,70713,13,12,1998,Sucre,San onofre,H,,Obrero,Civil,,,,,Publicado
193344,226195,5038,15,11,1999,Antioquia,Angostura,H,,Sin información,Civil,,,,,Publicado
193360,226196,18001,26,11,1999,Caquetá,Florencia,S,,Sin información,Civil,,,,,Publicado
193360,226197,18001,26,11,1999,Caquetá,Florencia,S,,Sin información,Civil,,,,,Publicado
193360,226198,18001,26,11,1999,Caquetá,Florencia,S,,Sin información,Civil,,,,,Publicado
193465,226199,18094,4,1,2000,Caquetá,Belén de los andaquíes,M,,Sin información,Civil,,,,,Publicado
193848,226200,13244,10,4,2000,Bolívar,El carmen de bolívar,M,,Estudiante,Civil,,,,,Publicado
193848,226201,13244,10,4,2000,Bolívar,El carmen de bolívar,M,,Estudiante,Civil,,,,,Publicado
193848,226202,13244,10,4,2000,Bolívar,El carmen de bolívar,M,,Estudiante,Civil,,,,,Publicado
194221,226205,81001,3,9,2000,Arauca,Arauca,H,,Conductor/motorista,Civil,,,,,Publicado
194501,226206,5000,0,0,2001,Antioquia,Sin informacion,M,,Personal de salud,Civil,,,,,Publicado
194501,226207,5000,0,0,2001,Antioquia,Sin informacion,M,,Sin información,Civil,,,,,Publicado
194640,226208,5045,20,2,2001,Antioquia,Apartadó,S,,Sin información,Civil,,,,,Publicado
194854,226209,19001,17,5,2001,Cauca,Popayán,H,,Funcionario público,Civil,,,,,Publicado
195222,226219,44001,21,10,2001,La guajira,Riohacha,M,,Sin información,Civil,,,,,Publicado
195222,226220,44001,21,10,2001,La guajira,Riohacha,H,,Sin información,Civil,,,,,Publicado
195222,226221,44001,21,10,2001,La guajira,Riohacha,M,,Sin información,Civil,,,,,Publicado
195222,226222,44001,21,10,2001,La guajira,Riohacha,H,,Sin información,Civil,,,,,Publicado
195608,226224,5667,20,2,2002,Antioquia,San rafael,M,,Sin información,Civil,,,,,Publicado
195608,226225,5667,20,2,2002,Antioquia,San rafael,M,,Sin información,Civil,,,,,Publicado
195608,226226,5667,20,2,2002,Antioquia,San rafael,M,,Personal de salud,Civil,,,,,Publicado
195942,226227,11001,17,4,2002,"Bogotá, d.c.","Bogotá, d.c.",H,,Seguridad privada,Civil,,,,,Publicado
195947,226228,13001,18,4,2002,Bolívar,Cartagena de indias,H,,Empleado,Civil,,,,,Publicado
195984,226229,50001,1,5,2002,Meta,Villavicencio,H,,Guerrillero,Combatiente,,,Guerrilla,Farc,Publicado
196079,226231,5660,25,5,2002,Antioquia,San luis,S,,Sin información,Civil,,,,,Publicado
196154,226233,54001,29,6,2002,Norte de santander,Cúcuta,M,,Sin información,Civil,,,,,Publicado
196228,226234,81794,4,8,2002,Arauca,Tame,H,,Seguridad privada,Civil,,,,,Publicado
205018,226236,81794,23,10,2002,Arauca,Tame,H,,Conductor/motorista,Civil,,,,,Publicado
196423,226237,5001,31,10,2002,Antioquia,Medellín,H,,Conductor/motorista,Civil,,,,,Publicado
196439,226238,18753,7,11,2002,Caquetá,San vicente del caguán,H,,Estudiante,Civil,,,,,Publicado
196501,226239,66001,5,12,2002,Risaralda,Pereira,M,,Sin información,Civil,,,,,Publicado
196527,226240,81065,22,12,2002,Arauca,Arauquita,H,,Empleado,Civil,,,,,Publicado
196527,226241,81065,22,12,2002,Arauca,Arauquita,H,,Empleado,Civil,,,,,Publicado
196734,226243,18592,24,3,2003,Caquetá,Puerto rico,S,,Sin información,Civil,,,,,Publicado
196734,226244,18592,24,3,2003,Caquetá,Puerto rico,S,,Sin información,Civil,,,,,Publicado
196795,226245,86320,22,4,2003,Putumayo,Orito,S,,Sin información,Civil,,,,,Publicado
196896,226250,50251,31,5,2003,Meta,El castillo,H,,Conductor/motorista,Civil,,,,,Publicado
197056,226251,25845,9,8,2003,Cundinamarca,Une,S,,Sin información,Civil,,,,,Publicado
197277,226253,5313,24,11,2003,Antioquia,Granada,H,,Sin información,Civil,,,,,Publicado
197277,226254,5313,24,11,2003,Antioquia,Granada,M,,Sin información,Civil,,,,,Publicado
197363,226259,54810,15,2,2004,Norte de santander,Tibú,H,,Sin información,Civil,,,,,Publicado
197513,226260,5045,22,5,2004,Antioquia,Apartadó,S,,Sin información,Civil,,,,,Publicado
204624,226261,70508,24,5,2004,Sucre,Ovejas,H,,Sin información,Civil,,,,,Publicado
197602,226262,5652,29,6,2004,Antioquia,San francisco,H,,Obrero,Civil,,,,,Publicado
197602,226263,5652,29,6,2004,Antioquia,San francisco,H,,Sin información,Civil,,,,,Publicado
197733,226265,27001,28,11,2004,Chocó,Quibdó,M,,Sin información,Civil,,,,,Publicado
197733,226266,27001,28,11,2004,Chocó,Quibdó,M,,Sin información,Civil,,,,,Publicado
